plan_id,cable_id,status,type,zone,a_device,a_interface,a_role,b_device,b_interface,b_role
46,22502,connected,,,compute-001,be0-port0,server,be-leaf-01,E1/1/1,leaf
46,22503,connected,,,compute-001,be1-port0,server,be-leaf-02,E1/1/1,leaf
46,22504,connected,,,compute-001,be2-port0,server,be-leaf-03,E1/1/1,leaf
46,22505,connected,,,compute-001,be3-port0,server,be-leaf-04,E1/1/1,leaf
46,22506,connected,,,compute-001,be4-port0,server,be-leaf-05,E1/1/1,leaf
46,22507,connected,,,compute-001,be5-port0,server,be-leaf-06,E1/1/1,leaf
46,22508,connected,,,compute-001,be6-port0,server,be-leaf-07,E1/1/1,leaf
46,22509,connected,,,compute-001,be7-port0,server,be-leaf-08,E1/1/1,leaf
46,22510,connected,,,compute-001,fe-p0,server,fe-leaf-01,E1/1/1,leaf
46,22511,connected,,,compute-001,fe-p1,server,fe-leaf-02,E1/1/1,leaf
46,22512,connected,,,compute-002,be0-port0,server,be-leaf-01,E1/1/2,leaf
46,22513,connected,,,compute-002,be1-port0,server,be-leaf-02,E1/1/2,leaf
46,22514,connected,,,compute-002,be2-port0,server,be-leaf-03,E1/1/2,leaf
46,22515,connected,,,compute-002,be3-port0,server,be-leaf-04,E1/1/2,leaf
46,22516,connected,,,compute-002,be4-port0,server,be-leaf-05,E1/1/2,leaf
46,22517,connected,,,compute-002,be5-port0,server,be-leaf-06,E1/1/2,leaf
46,22518,connected,,,compute-002,be6-port0,server,be-leaf-07,E1/1/2,leaf
46,22519,connected,,,compute-002,be7-port0,server,be-leaf-08,E1/1/2,leaf
46,22520,connected,,,compute-002,fe-p0,server,fe-leaf-01,E1/1/2,leaf
46,22521,connected,,,compute-002,fe-p1,server,fe-leaf-02,E1/1/2,leaf
46,22522,connected,,,compute-003,be0-port0,server,be-leaf-01,E1/2/1,leaf
46,22523,connected,,,compute-003,be1-port0,server,be-leaf-02,E1/2/1,leaf
46,22524,connected,,,compute-003,be2-port0,server,be-leaf-03,E1/2/1,leaf
46,22525,connected,,,compute-003,be3-port0,server,be-leaf-04,E1/2/1,leaf
46,22526,connected,,,compute-003,be4-port0,server,be-leaf-05,E1/2/1,leaf
46,22527,connected,,,compute-003,be5-port0,server,be-leaf-06,E1/2/1,leaf
46,22528,connected,,,compute-003,be6-port0,server,be-leaf-07,E1/2/1,leaf
46,22529,connected,,,compute-003,be7-port0,server,be-leaf-08,E1/2/1,leaf
46,22530,connected,,,compute-003,fe-p0,server,fe-leaf-01,E1/1/3,leaf
46,22531,connected,,,compute-003,fe-p1,server,fe-leaf-02,E1/1/3,leaf
46,22532,connected,,,compute-004,be0-port0,server,be-leaf-01,E1/2/2,leaf
46,22533,connected,,,compute-004,be1-port0,server,be-leaf-02,E1/2/2,leaf
46,22534,connected,,,compute-004,be2-port0,server,be-leaf-03,E1/2/2,leaf
46,22535,connected,,,compute-004,be3-port0,server,be-leaf-04,E1/2/2,leaf
46,22536,connected,,,compute-004,be4-port0,server,be-leaf-05,E1/2/2,leaf
46,22537,connected,,,compute-004,be5-port0,server,be-leaf-06,E1/2/2,leaf
46,22538,connected,,,compute-004,be6-port0,server,be-leaf-07,E1/2/2,leaf
46,22539,connected,,,compute-004,be7-port0,server,be-leaf-08,E1/2/2,leaf
46,22540,connected,,,compute-004,fe-p0,server,fe-leaf-01,E1/1/4,leaf
46,22541,connected,,,compute-004,fe-p1,server,fe-leaf-02,E1/1/4,leaf
46,22542,connected,,,compute-005,be0-port0,server,be-leaf-01,E1/3/1,leaf
46,22543,connected,,,compute-005,be1-port0,server,be-leaf-02,E1/3/1,leaf
46,22544,connected,,,compute-005,be2-port0,server,be-leaf-03,E1/3/1,leaf
46,22545,connected,,,compute-005,be3-port0,server,be-leaf-04,E1/3/1,leaf
46,22546,connected,,,compute-005,be4-port0,server,be-leaf-05,E1/3/1,leaf
46,22547,connected,,,compute-005,be5-port0,server,be-leaf-06,E1/3/1,leaf
46,22548,connected,,,compute-005,be6-port0,server,be-leaf-07,E1/3/1,leaf
46,22549,connected,,,compute-005,be7-port0,server,be-leaf-08,E1/3/1,leaf
46,22550,connected,,,compute-005,fe-p0,server,fe-leaf-01,E1/3/1,leaf
46,22551,connected,,,compute-005,fe-p1,server,fe-leaf-02,E1/3/1,leaf
46,22552,connected,,,compute-006,be0-port0,server,be-leaf-01,E1/3/2,leaf
46,22553,connected,,,compute-006,be1-port0,server,be-leaf-02,E1/3/2,leaf
46,22554,connected,,,compute-006,be2-port0,server,be-leaf-03,E1/3/2,leaf
46,22555,connected,,,compute-006,be3-port0,server,be-leaf-04,E1/3/2,leaf
46,22556,connected,,,compute-006,be4-port0,server,be-leaf-05,E1/3/2,leaf
46,22557,connected,,,compute-006,be5-port0,server,be-leaf-06,E1/3/2,leaf
46,22558,connected,,,compute-006,be6-port0,server,be-leaf-07,E1/3/2,leaf
46,22559,connected,,,compute-006,be7-port0,server,be-leaf-08,E1/3/2,leaf
46,22560,connected,,,compute-006,fe-p0,server,fe-leaf-01,E1/3/2,leaf
46,22561,connected,,,compute-006,fe-p1,server,fe-leaf-02,E1/3/2,leaf
46,22562,connected,,,compute-007,be0-port0,server,be-leaf-01,E1/4/1,leaf
46,22563,connected,,,compute-007,be1-port0,server,be-leaf-02,E1/4/1,leaf
46,22564,connected,,,compute-007,be2-port0,server,be-leaf-03,E1/4/1,leaf
46,22565,connected,,,compute-007,be3-port0,server,be-leaf-04,E1/4/1,leaf
46,22566,connected,,,compute-007,be4-port0,server,be-leaf-05,E1/4/1,leaf
46,22567,connected,,,compute-007,be5-port0,server,be-leaf-06,E1/4/1,leaf
46,22568,connected,,,compute-007,be6-port0,server,be-leaf-07,E1/4/1,leaf
46,22569,connected,,,compute-007,be7-port0,server,be-leaf-08,E1/4/1,leaf
46,22570,connected,,,compute-007,fe-p0,server,fe-leaf-01,E1/3/3,leaf
46,22571,connected,,,compute-007,fe-p1,server,fe-leaf-02,E1/3/3,leaf
46,22572,connected,,,compute-008,be0-port0,server,be-leaf-01,E1/4/2,leaf
46,22573,connected,,,compute-008,be1-port0,server,be-leaf-02,E1/4/2,leaf
46,22574,connected,,,compute-008,be2-port0,server,be-leaf-03,E1/4/2,leaf
46,22575,connected,,,compute-008,be3-port0,server,be-leaf-04,E1/4/2,leaf
46,22576,connected,,,compute-008,be4-port0,server,be-leaf-05,E1/4/2,leaf
46,22577,connected,,,compute-008,be5-port0,server,be-leaf-06,E1/4/2,leaf
